CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Credit_Limit,Date_Leave,Months_Inactive,Contacts_Count,Total_Revolving_Bal,Total_Trans_Ct,Avg_Open_To_Buy,Avg_Utilization_Ratio,Trans_Amount,Revenue,Country,Province,City,Date,Year,Quarter,Month,Transaction_Category,Transaction_Subcategory
788701608,Existing Customer,42,F,1,Graduate,Married,Less than $40K,Blue,38,5,2950,"none,2019",7,6,2988,58,1245,0.504,6155,173.349624,Vietnam,Ho Chi Minh City,District 12,,,,,Retail,Bookstore
788734158,Existing Customer,42,M,4,Graduate,Married,$40K - $60K,Silver,19,5,8374,"none,2018",6,4,913,128,8374,0.055,7289,206.173708,Philippines,Central Luzon,Angeles,,,,,Bank,Online Transfer
788769783,Existing Customer,42,F,4,College,Divorced,Less than $40K,Blue,35,6,1878,"none,2019",7,6,1840,165,854,0.4875,5841,164.790102,Laos,Luang Prabang,Moung Ngoi,,,,,Bank,ATM Withdrawal
798047583,Attrited Customer,42,F,0,High School,Single,Less than $40K,Blue,51,6,1600,"Q2,2019",6,2,240,135,1438.3,0.075,5539,158.194635,Vietnam,Hanoi,Long Biên,5/7/2019,2019,2,May,Bank,Online Transfer
798917883,Existing Customer,42,F,3,College,Married,Less than $40K,Blue,48,2,4150,"none,2019",9,4,2924,186,1633,0.3535,14099,400.524174,Philippines,Central Luzon,Angeles,,,,,Bank,Deposit
799825758,Existing Customer,42,M,4,High School,Divorced,$40K - $60K,Blue,36,5,3263,"none,2018",7,4,2270,120,1589,0.3465,10519,296.880858,Malaysia,Johor,Batu Pahat,,,,,Bank,ATM Withdrawal
802675983,Existing Customer,42,F,3,Graduate,Married,$40K - $60K,Blue,33,2,3794,"none,2018",9,2,2376,110,2250,0.3135,13182,374.745528,Singapore,Central Region,Clementi,,,,,Retail,Sporting Goods
789605658,Attrited Customer,42,F,1,High School,Married,Less than $40K,Blue,47,4,2985,"Q2,2019",6,4,3224,94,630,0.5395,5371,153.43881,Laos,Luang Prabang,Nongkhiaw,4/4/2019,2019,2,April,Utility,Gas Bill
804437658,Existing Customer,42,F,3,Graduate,Married,$40K - $60K,Silver,36,4,9778,"none,2018",2,2,2789,99,7624,0.14,15112.2176,430.322338,Laos,Pakse,Savannakhet,,,,,Retail,Sporting Goods
808281483,Existing Customer,42,F,2,College,Single,$40K - $60K,Blue,53,2,2665,"none,2019",8,6,3256,142,508,0.6095,15330,436.2045,Singapore,North Region,Yishun,,,,,Retail,Clothing Store
808743558,Existing Customer,42,F,3,College,Married,Less than $40K,Silver,49,3,4540,"none,2019",3,6,2822,155,2023,0.312,8873.1376,252.491688,Laos,Pakse,Vientiane,,,,,Utility,Water Bill
798045708,Existing Customer,42,F,5,College,Married,$40K - $60K,Silver,48,2,7434,"none,2019",6,2,1245,183,7434,0.085,9820,277.624197,Thailand,Phuket,Ko Yao,,,,,Utility,Electricity Bill
797668983,Existing Customer,42,F,4,Graduate,Married,Less than $40K,Blue,36,6,1438.3,"none,2018",8,2,1375,143,1438.3,0.345,9127,258.67647,Singapore,North Region,Bishan,,,,,Bank,Credit Card Payment
790149483,Existing Customer,42,M,2,Graduate,Single,$40K - $60K,Silver,35,2,8566,"none,2018",4,6,2831,118,7082,0.1665,5908,168.9888,Malaysia,Selangor,Rawang,,,,,Bank,Credit Card Payment
794576058,Existing Customer,42,M,3,Graduate,Married,$60K - $80K,Silver,26,1,8480,"none,2018",2,6,1768,123,7141,0.104,7133,206.389256,Brunei,Belait,Sungai Teraban,,,,,Retail,Clothing Store
796326483,Existing Customer,42,M,3,High School,Married,Less than $40K,Blue,48,5,1681,"none,2019",7,6,773,133,1681,0.23,9039.6416,255.704152,Malaysia,Johor,Segamat,,,,,Utility,Internet Bill
797495958,Existing Customer,42,F,3,College,Married,Less than $40K,Blue,48,3,3015,"none,2019",3,4,811,145,3015,0.135,10458,300.853997,Myanmar,Mandalay,Mahaaungmyay,,,,,Utility,Gas Bill
717472833,Existing Customer,42,M,4,Graduate,Married,$60K - $80K,Silver,44,6,7260,"none,2019",3,10,1053,186,6547,0.074,4700,136.508665,Vietnam,Ho Chi Minh City,District 5,,,,,Utility,Water Bill
712171158,Existing Customer,42,F,2,High School,Married,Less than $40K,Blue,30,6,3124,"none,2018",6,2,761,106,3124,0.12,3209,89.638002,Malaysia,Kedah,Pokok Sena,,,,,Utility,Internet Bill
711925608,Existing Customer,42,M,4,Graduate,Divorced,$80K - $120K,Gold,35,3,18274,"none,2018",5,4,1994,191,16651,0.0545,9025,252.677937,Brunei,Tutong,Sungai Basong,,,,,Bank,Deposit
711948333,Existing Customer,42,M,1,Graduate,Married,$60K - $80K,Silver,36,6,9247,"none,2018",4,4,2064,145,8537,0.1135,2907.3648,81.524756,Cambodia,Siem Reap,Battambang,,,,,Retail,Sporting Goods
712018233,Existing Customer,42,F,3,College,Married,$60K - $80K,Gold,34,3,16612,"none,2018",9,6,3014,153,14095,0.091,7995,217.124022,Singapore,North Region,Toa Payoh,,,,,Bank,Deposit
712230408,Existing Customer,42,M,4,Graduate,Divorced,$60K - $80K,Silver,37,3,6953,"none,2018",8,8,2135,153,5508,0.154,3363,93.692163,Myanmar,Mandalay,Patheingyi,,,,,Utility,Water Bill
711890808,Existing Customer,42,F,3,Graduate,Married,$40K - $60K,Blue,48,4,2526,"none,2019",6,4,2871,103,478,0.5705,3422,96.110589,Indonesia,Jawa Tengah,Salatiga,,,,,Utility,Gas Bill
712340733,Existing Customer,42,F,2,College,Married,$60K - $80K,Gold,34,5,19373,"none,2018",8,4,1572,63,18231,0.0395,8263,226.584864,Myanmar,Naypyidaw,Zabuthiri Township,,,,,Bank,ATM Withdrawal
712381683,Existing Customer,42,F,4,College,Married,$40K - $60K,Silver,36,1,7469,"none,2018",10,4,1338,132,6632,0.091,3596,97.99564,Laos,Pakse,Thakhek,,,,,Utility,Water Bill
712493058,Existing Customer,42,F,1,College,Single,$40K - $60K,Silver,43,6,4972,"none,2019",4,4,973,105,4972,0.1,2888,83.961974,Laos,Luang Prabang,Muang Sing,,,,,Bank,ATM Withdrawal
711866358,Existing Customer,42,F,1,High School,Single,$40K - $60K,Silver,42,4,10136,"none,2019",5,6,870,118,10136,0.045,8270,231.344753,Brunei,Belait,Sungai Liang,,,,,Retail,Clothing Store
713532858,Existing Customer,42,M,2,College,Divorced,$60K - $80K,Silver,36,6,4728,"none,2018",1,4,2410,159,3342,0.2565,3300,95.891434,Indonesia,Jawa Barat,Bandung,,,,,Bank,Deposit
711634008,Existing Customer,42,F,3,College,Married,$40K - $60K,Silver,48,6,5821,"none,2019",2,4,1401,173,5821,0.12,4180,120.808488,Malaysia,Johor,Pontian Kechil,,,,,Utility,Electricity Bill
711422358,Existing Customer,42,M,5,Graduate,Divorced,$40K - $60K,Silver,48,1,10531,"none,2019",5,4,3506,197,8201,0.1655,9652,269.706982,Brunei,Brunei-Muara,Tutong,,,,,Bank,Online Transfer
711445233,Existing Customer,42,F,1,College,Single,Less than $40K,Blue,36,6,1438.3,"none,2018",7,2,599,104,1438.3,0.15,2518,70.093008,Cambodia,Phnom Penh,Daun Penh,,,,,Utility,Electricity Bill
711453783,Existing Customer,42,F,1,College,Single,Less than $40K,Blue,29,4,1966,"none,2018",3,6,2153,185,514,0.5495,1373.5648,39.054824,Laos,Luang Prabang,Nongkhiaw,,,,,Bank,Credit Card Payment
711533058,Existing Customer,42,F,2,College,Single,$40K - $60K,Blue,29,6,3347,"none,2018",3,6,3719,191,1107,0.5545,3535,103.286862,Singapore,East Region,Changi,,,,,Utility,Water Bill
711589758,Existing Customer,42,M,2,College,Divorced,$60K - $80K,Blue,32,1,4162,"none,2018",8,4,3113,145,2521,0.372,4032,112.002912,Philippines,Central Luzon,San Fernando,,,,,Retail,Clothing Store
711639708,Existing Customer,42,M,1,College,Married,Less than $40K,Blue,32,6,1438.3,"none,2018",3,4,435,120,1438.3,0.11,3047.48,86.53265,Brunei,Tutong,Tutong Town,,,,,Bank,Credit Card Payment
711766758,Existing Customer,42,F,2,College,Married,Less than $40K,Blue,42,3,1531,"none,2019",2,2,1904,122,544,0.6225,3113,90.426386,Vietnam,Ho Chi Minh City,District 3,,,,,Retail,Clothing Store
711847833,Existing Customer,42,F,2,Graduate,Single,Less than $40K,Blue,44,2,1933,"none,2019",5,4,1890,177,806,0.4865,3455,97.96158,Indonesia,Jawa Barat,Depok,,,,,Bank,Online Transfer
712517808,Existing Customer,42,M,1,College,Divorced,$40K - $60K,Blue,36,2,3275,"none,2018",4,6,2071,183,1750,0.318,3148,91.099763,Brunei,Tutong,Pekan Tutong,,,,,Utility,Internet Bill
712760208,Existing Customer,42,F,4,Graduate,Married,$40K - $60K,Silver,31,3,6751,"none,2018",6,2,2097,156,5559,0.1535,3732,104.564517,Philippines,Calabarzon,Quezon City,,,,,Retail,Electronics Store
713372583,Existing Customer,42,F,2,High School,Married,Less than $40K,Blue,31,3,2000,"none,2019",3,0,616,135,1438.3,0.155,2671.2608,75.975054,Cambodia,Phnom Penh,Mean Chey,,,,,Bank,ATM Withdrawal
713240133,Existing Customer,42,F,3,High School,Married,$40K - $60K,Silver,36,4,9351,"none,2018",5,2,2917,165,7869,0.154,3796,110.537136,Malaysia,Johor,Muar,,,,,Retail,Bookstore
713343333,Existing Customer,42,M,3,Graduate,Married,$40K - $60K,Silver,29,4,6698,"none,2018",3,8,2301,176,5371,0.174,5691,165.155622,Singapore,East Region,Tampines,,,,,Bank,Online Transfer
713348433,Existing Customer,42,F,3,High School,Married,Less than $40K,Blue,41,6,1545,"none,2019",6,4,1267,112,794,0.408,3804,107.846576,Thailand,Chiang Mai,Chiang Dao,,,,,Utility,Water Bill
713364783,Existing Customer,42,F,1,College,Single,$40K - $60K,Blue,28,3,3453,"none,2018",4,0,1737,132,2443,0.251,3771,110.139152,Vietnam,Da Nang,Sơn Trà,,,,,Utility,Electricity Bill
713380308,Existing Customer,42,F,2,Uneducated,Married,Less than $40K,Blue,48,6,1734,"none,2019",5,2,376,161,1734,0.11,2392.432,66.90404,Vietnam,Da Nang,Cẩm Lệ,,,,,Utility,Gas Bill
713417433,Existing Customer,42,M,2,Graduate,Single,Less than $40K,Blue,40,3,1711,"none,2019",6,6,559,108,1711,0.165,3924,110.850498,Malaysia,Kedah,Jitra,,,,,Retail,Electronics Store
713428833,Existing Customer,42,M,3,Graduate,Married,$60K - $80K,Silver,32,2,7537,"none,2018",2,6,1922,131,6298,0.127,6347,183.916072,Cambodia,Siem Reap,Battambang,,,,,Utility,Electricity Bill
713432508,Existing Customer,42,F,3,College,Married,Less than $40K,Blue,48,4,4328,"none,2019",4,4,2571,153,2579,0.297,2956,86.000914,Laos,Vientiane,Chanthabouly,,,,,Utility,Electricity Bill
713436183,Existing Customer,42,F,3,High School,Married,$40K - $60K,Silver,29,4,5640,"none,2018",6,4,1252,192,5640,0.11,5272,149.577936,Laos,Pakse,Thakhek,,,,,Retail,Clothing Store
713205108,Existing Customer,42,F,4,Graduate,Married,Less than $40K,Blue,27,3,1950,"none,2018",3,2,1990,106,888,0.5125,3609.5472,102.565736,Thailand,Bangkok,Phra Nakhon,,,,,Retail,Sporting Goods
713197308,Existing Customer,42,M,4,Graduate,Married,$60K - $80K,Silver,45,1,6224,"none,2019",8,2,1011,122,6224,0.08,3494,96.640386,Brunei,Tutong,Sungai Ujong,,,,,Retail,Bookstore
771544533,Attrited Customer,42,F,1,College,Divorced,$40K - $60K,Blue,30,3,3578,"Q4,2018",1,4,0,36,3578,0,4801,136.8285,Brunei,Belait,Kuala Belait,11/13/2018,2018,4,November,Utility,Electricity Bill
771561183,Attrited Customer,42,F,1,Graduate,Single,$40K - $60K,Silver,30,6,13753,"Q2,2018",3,3,2517,66,11236,0.183,5127,146.1195,Laos,Vientiane,Xaysetha,4/17/2018,2018,2,April,Bank,ATM Withdrawal
778289883,Attrited Customer,42,F,2,Graduate,Single,Less than $40K,Blue,32,3,1507,"Q2,2018",3,3,0,41,1507,0,1870,53.295,Brunei,Tutong,Tutong Town,6/20/2018,2018,2,June,Retail,Electronics Store
778397358,Attrited Customer,42,M,5,College,Divorced,$60K - $80K,Silver,22,6,5096,"Q1,2018",2,4,0,43,5096,0,5112,145.692,Laos,Vientiane,Xaysetha,1/24/2018,2018,1,January,Bank,Credit Card Payment
778868958,Attrited Customer,42,F,2,Graduate,Married,Less than $40K,Blue,23,3,1929,"Q4,2018",3,3,1673,36,256,0.867,3300,94.05,Malaysia,Kedah,Alor Setar,11/23/2018,2018,4,November,Utility,Internet Bill
779310033,Attrited Customer,42,F,4,College,Married,Less than $40K,Blue,24,3,4304,"Q1,2018",2,3,0,36,4304,0,4504,128.364,Laos,Pakse,Pakse,1/17/2018,2018,1,January,Retail,Sporting Goods
788030208,Attrited Customer,42,F,2,Graduate,Single,$40K - $60K,Silver,33,1,13453,"Q2,2018",2,3,2517,42,10936,0.187,4490,127.965,Indonesia,Jakarta,Jakarta Pusat,4/27/2018,2018,2,April,Retail,Bookstore
789328083,Attrited Customer,42,F,4,High School,Married,$40K - $60K,Blue,32,6,3454,"Q2,2018",3,3,0,39,3454,0,7782,221.787,Laos,Vientiane,Sisattanak,6/22/2018,2018,2,June,Bank,Deposit
796931508,Attrited Customer,42,M,4,High School,Married,Less than $40K,Blue,36,4,1871,"Q2,2018",3,4,0,48,1871,0,7960,226.86,Singapore,Central Region,Woodlands,4/19/2018,2018,2,April,Bank,Credit Card Payment
802834158,Attrited Customer,42,M,4,College,Married,$60K - $80K,Silver,36,3,6743,"Q2,2018",2,2,1737,30,5006,0.258,3240,92.34,Malaysia,Kedah,Pokok Sena,4/22/2018,2018,2,April,Retail,Electronics Store
820276908,Attrited Customer,42,F,4,College,Married,$40K - $60K,Blue,37,3,4139,"Q2,2018",3,1,0,41,4139,0,14829,422.6265,Malaysia,Johor,Muar,5/19/2018,2018,2,May,Bank,Deposit
712942308,Existing Customer,42,M,1,Graduate,Single,$60K - $80K,Silver,36,6,11535,"none,2018",4,6,2982,120,10008,0.131,4054,113.785402,Philippines,Central Luzon,Tarlac City,,,,,Bank,Deposit
826471458,Attrited Customer,42,M,3,Graduate,Married,$40K - $60K,Silver,38,2,6967,"Q2,2018",3,3,1767,38,5200,0.254,15111,430.6635,Cambodia,Sihanoukville,Preah Sihanouk,4/27/2018,2018,2,April,Utility,Gas Bill
712988958,Existing Customer,42,M,2,Graduate,Married,$40K - $60K,Blue,33,5,2021,"none,2018",3,0,2240,143,290,0.5535,2274.3536,64.682768,Philippines,Calabarzon,Batangas City,,,,,Retail,Sporting Goods
711291558,Existing Customer,42,M,2,College,Single,Less than $40K,Blue,36,4,2464,"none,2018",5,6,1041,102,2464,0.21,2017.5984,57.205992,Myanmar,Naypyidaw,Tatkon Township,,,,,Utility,Electricity Bill
709117533,Existing Customer,42,M,3,College,Married,$80K - $120K,Gold,36,4,21134,"none,2018",4,2,2537,153,19626,0.0605,10347,305.731279,Malaysia,Johor,Kulai,,,,,Bank,Credit Card Payment
708714108,Existing Customer,42,F,1,High School,Single,$40K - $60K,Silver,43,5,13441,"none,2019",3,6,3563,99,10924,0.1335,8656,256.153393,Malaysia,Kedah,Sungai Petani,,,,,Retail,Bookstore
708790833,Existing Customer,42,M,5,Graduate,Divorced,$60K - $80K,Silver,31,5,6748,"none,2018",6,4,2484,105,5281,0.1835,2576.3152,71.232844,Indonesia,Jakarta,Jakarta Pusat,,,,,Utility,Internet Bill
708969633,Existing Customer,42,M,2,Uneducated,Married,Less than $40K,Blue,48,6,2447,"none,2019",10,2,3137,110,252,0.6385,1969,54.097161,Vietnam,Hanoi,Long Biên,,,,,Utility,Water Bill
719265108,Existing Customer,42,F,3,High School,Married,$40K - $60K,Blue,45,6,3815,"none,2019",6,4,1528,164,2625,0.201,3147,89.117116,Laos,Luang Prabang,Luang Prabang,,,,,Utility,Electricity Bill
709045683,Existing Customer,42,F,3,College,Married,$40K - $60K,Blue,30,3,3549,"none,2018",4,2,896,134,3549,0.125,2119.0464,59.769982,Vietnam,Hanoi,Cầu Giấy,,,,,Retail,Bookstore
709493283,Existing Customer,42,M,2,Graduate,Divorced,$60K - $80K,Blue,32,5,4111,"none,2018",4,8,1724,136,2878,0.21,3724,107.2704,Malaysia,Kedah,Jitra,,,,,Utility,Gas Bill
709126833,Existing Customer,42,M,3,College,Divorced,$80K - $120K,Gold,36,3,21670,"none,2018",2,2,2930,130,19487,0.0655,11504,341.016956,Cambodia,Phnom Penh,Prampi Makara,,,,,Utility,Internet Bill
709159308,Existing Customer,42,F,2,High School,Single,$40K - $60K,Silver,42,3,6172,"none,2019",7,6,1938,212,4960,0.158,2497,69.577167,Vietnam,Da Nang,Thanh Khê,,,,,Utility,Gas Bill
709385133,Existing Customer,42,F,2,College,Married,$60K - $80K,Silver,30,4,14828,"none,2018",3,10,2947,149,13315,0.101,6461,189.972514,Thailand,Chiang Mai,Mae Chaem,,,,,Retail,Electronics Store
709434408,Existing Customer,42,M,3,Graduate,Married,$40K - $60K,Silver,26,2,5848,"none,2018",3,4,1865,186,4367,0.1615,2418,70.555438,Singapore,East Region,Bedok,,,,,Utility,Water Bill
709474683,Existing Customer,42,F,3,College,Married,$40K - $60K,Silver,25,3,6078,"none,2019",7,6,2093,197,4600,0.1715,2664,73.969605,Malaysia,Kedah,Jitra,,,,,Utility,Internet Bill
708611733,Existing Customer,42,F,1,College,Married,Less than $40K,Blue,33,4,3119,"none,2018",5,6,2501,127,1791,0.403,2222.2864,61.661332,Brunei,Tutong,Simpang,,,,,Retail,Sporting Goods
708597558,Existing Customer,42,M,1,High School,Married,$40K - $60K,Blue,36,4,3337,"none,2018",5,6,1407,117,2542,0.209,1363,37.41655,Thailand,Phuket,Kathu,,,,,Retail,Electronics Store
708269583,Existing Customer,42,F,2,Uneducated,Divorced,Less than $40K,Blue,40,6,2000,"none,2019",4,8,1633,160,652,0.4045,1827.2384,51.915692,Indonesia,Jawa Barat,Cirebon,,,,,Retail,Bookstore
708271833,Existing Customer,42,M,2,Graduate,Single,$40K - $60K,Silver,36,3,15069,"none,2018",7,6,3311,114,13226,0.111,6975,190.327524,Myanmar,Yangon,Kyauktada,,,,,Retail,Bookstore
708285108,Existing Customer,42,M,2,Graduate,Single,$40K - $60K,Silver,36,1,6128,"none,2018",6,4,3061,205,3889,0.2475,3508,96.509472,Thailand,Chiang Mai,Mae Chaem,,,,,Retail,Electronics Store
708307533,Existing Customer,42,M,2,College,Married,Less than $40K,Blue,42,1,3086,"none,2019",3,6,543,136,3086,0.09,3403,99.749116,Indonesia,Jawa Tengah,Tegal,,,,,Utility,Water Bill
708469533,Existing Customer,42,F,3,College,Married,$40K - $60K,Silver,34,6,5395,"none,2018",6,4,1676,141,3956,0.1535,2664,75.291104,Myanmar,Naypyidaw,Pyinmana Township,,,,,Retail,Bookstore
708474333,Existing Customer,42,M,3,Graduate,Married,$60K - $80K,Silver,29,3,12294,"none,2018",8,2,2748,124,9777,0.1125,5090,139.490802,Brunei,Tutong,Simpang,,,,,Bank,Online Transfer
708492558,Existing Customer,42,M,3,Graduate,Married,$60K - $80K,Silver,36,5,15088,"none,2018",9,6,2258,76,14223,0.0735,11091,301.126926,Indonesia,Jakarta,Jakarta Barat,,,,,Bank,Credit Card Payment
708560733,Existing Customer,42,F,3,Graduate,Divorced,$40K - $60K,Blue,36,5,3714,"none,2018",8,6,3474,129,1197,0.469,3417,94.049616,Cambodia,Siem Reap,Siem Reap,,,,,Bank,Online Transfer
711255858,Existing Customer,42,F,4,Graduate,Married,$40K - $60K,Silver,42,4,8777,"none,2019",2,6,3162,203,7109,0.18,3682,107.237865,Singapore,North Region,Woodlands,,,,,Bank,Deposit
710866758,Existing Customer,42,F,4,High School,Married,Less than $40K,Blue,43,5,1640,"none,2019",3,4,1659,172,752,0.5055,2629.0528,74.728264,Thailand,Bangkok,Pom Prap Sattru Phai,,,,,Bank,Online Transfer
710643183,Existing Customer,42,F,2,High School,Single,$40K - $60K,Blue,35,2,3172,"none,2019",6,6,2436,196,2012,0.383,2772,77.648634,Cambodia,Sihanoukville,Stueng Hav,,,,,Utility,Electricity Bill
710663508,Existing Customer,42,M,4,High School,Married,Less than $40K,Blue,45,1,3108,"none,2019",2,4,3407,156,828,0.547,3807.4656,107.978328,Vietnam,Hanoi,Hai Bà Trưng,,,,,Bank,ATM Withdrawal
710725383,Existing Customer,42,M,3,High School,Divorced,$40K - $60K,Blue,48,3,2012,"none,2019",2,2,252,116,2012,0.065,2186.2736,61.733868,Laos,Vientiane,Hadxaifong,,,,,Utility,Gas Bill
710831133,Existing Customer,42,M,3,Graduate,Married,$80K - $120K,Gold,36,5,18085,"none,2018",2,4,2736,154,16598,0.076,9328,276.83028,Malaysia,Selangor,Petaling Jaya,,,,,Bank,Deposit
709610283,Existing Customer,42,F,2,Graduate,Married,Less than $40K,Blue,46,3,1853,"none,2019",7,6,780,154,1853,0.21,2238,62.191464,Malaysia,Johor,Muar,,,,,Retail,Electronics Store
710881008,Existing Customer,42,M,3,Graduate,Married,$60K - $80K,Silver,29,3,6380,"none,2018",6,2,2427,149,5142,0.192,2541,70.692468,Malaysia,Kedah,Pokok Sena,,,,,Bank,ATM Withdrawal
711002058,Existing Customer,42,M,2,Graduate,Single,$40K - $60K,Silver,33,1,5306,"none,2018",4,2,2761,199,2896,0.262,3734,108.757246,Laos,Vientiane,Xaysetha,,,,,Bank,Credit Card Payment
711080358,Existing Customer,42,M,1,Graduate,Married,$120K +,Gold,46,4,19849,"none,2018",6,4,2589,83,17644,0.0655,10700,290.527326,Cambodia,Phnom Penh,Daun Penh,,,,,Bank,Credit Card Payment
711216933,Existing Customer,42,F,1,High School,Married,$40K - $60K,Blue,36,4,2190,"none,2018",8,2,2368,116,891,0.5415,3076,86.018424,Vietnam,Ho Chi Minh City,District 1,,,,,Bank,ATM Withdrawal
710515308,Existing Customer,42,F,1,Graduate,Single,$40K - $60K,Blue,36,4,3595,"none,2018",5,2,3355,197,1691,0.465,2260.3216,63.854358,Brunei,Tutong,Sungai Ujong,,,,,Retail,Clothing Store
709641933,Existing Customer,42,F,3,Graduate,Married,$40K - $60K,Blue,36,3,3433,"none,2018",6,4,2192,147,1564,0.317,3129,87.139446,Laos,Vientiane,Naxaythong,,,,,Retail,Sporting Goods
709666908,Existing Customer,42,F,3,Graduate,Married,$40K - $60K,Blue,48,3,2782,"none,2019",4,2,2848,135,1000,0.5105,2058,60.035878,Thailand,Phuket,Ko Yao,,,,,Utility,Gas Bill
709822008,Existing Customer,42,F,2,Uneducated,Married,Less than $40K,Blue,43,5,2369,"none,2019",5,4,2236,185,1350,0.47,2116,61.965742,Laos,Pakse,Pakse,,,,,Retail,Bookstore
709895508,Existing Customer,42,M,3,Graduate,Married,$40K - $60K,Silver,48,2,6153,"none,2019",2,2,1258,170,5179,0.104,3423,100.638788,Indonesia,Jawa Tengah,Tegal,,,,,Retail,Electronics Store
710074458,Existing Customer,42,F,2,High School,Divorced,$40K - $60K,Blue,46,3,2137,"none,2019",6,6,1799,160,1141,0.423,2677,75.759318,Malaysia,Selangor,Subang Jaya,,,,,Retail,Electronics Store
710157108,Existing Customer,42,F,1,Graduate,Married,$40K - $60K,Blue,45,6,3376,"none,2019",5,6,2573,127,1715,0.381,4293,121.604516,Laos,Vientiane,Chanthabouly,,,,,Utility,Gas Bill
710243208,Existing Customer,42,F,2,College,Married,Less than $40K,Blue,44,3,1707,"none,2018",3,4,240,127,1707,0.07,925.5552,26.284526,Myanmar,Yangon,Kyauktada,,,,,Retail,Clothing Store
710507733,Existing Customer,42,M,1,Graduate,Single,$60K - $80K,Silver,35,3,14958,"none,2018",9,2,3104,150,13314,0.105,9907,271.468392,Thailand,Chiang Mai,Fang,,,,,Bank,ATM Withdrawal
717500133,Existing Customer,42,M,1,Graduate,Single,$60K - $80K,Silver,36,3,10374,"none,2018",8,6,2025,98,9775,0.099,13923,382.880106,Cambodia,Sihanoukville,Preah Sihanouk,,,,,Bank,ATM Withdrawal
716975583,Existing Customer,42,F,2,Graduate,Single,Less than $40K,Blue,46,4,2471,"none,2019",4,6,2203,162,813,0.4455,4936,140.786992,Philippines,Metro Manila,Pasay,,,,,Retail,Electronics Store
717395733,Existing Customer,42,F,3,Graduate,Married,$40K - $60K,Blue,36,4,4142,"none,2018",7,6,1314,150,3454,0.158,5917,166.415652,Indonesia,Jawa Timur,Kediri,,,,,Utility,Water Bill
717483558,Existing Customer,42,M,3,Graduate,Married,$80K - $120K,Gold,36,3,19156,"none,2018",5,4,2709,96,17803,0.0705,8483,234.837768,Singapore,North Region,Marsiling,,,,,Retail,Electronics Store
717491058,Existing Customer,42,M,2,Post-Graduate,Married,$60K - $80K,Gold,26,6,20803,"none,2018",3,6,2070,142,19056,0.052,12204,360.362415,Singapore,Central Region,Woodlands,,,,,Retail,Electronics Store
718083483,Existing Customer,42,M,3,College,Divorced,$40K - $60K,Silver,47,4,6218,"none,2019",6,0,3208,81,4084,0.2565,3295.6768,91.379284,Myanmar,Mandalay,Aungmyethazan,,,,,Retail,Sporting Goods
717713283,Existing Customer,42,F,3,Graduate,Married,$40K - $60K,Silver,33,6,8628,"none,2018",6,6,1523,126,7551,0.0875,6378,181.090504,Cambodia,Sihanoukville,Stueng Hav,,,,,Retail,Electronics Store
717720108,Existing Customer,42,M,2,Graduate,Married,$60K - $80K,Silver,31,4,12386,"none,2018",3,6,2353,153,11406,0.0945,13310,392.215977,Vietnam,Da Nang,Cẩm Lệ,,,,,Retail,Sporting Goods
717856983,Existing Customer,42,F,2,High School,Married,Less than $40K,Blue,41,3,1840,"none,2019",4,6,2526,185,573,0.6845,5258.9936,149.458218,Vietnam,Hanoi,Long Biên,,,,,Retail,Sporting Goods
717970158,Existing Customer,42,M,2,College,Single,$60K - $80K,Silver,36,5,8083,"none,2018",5,4,315,187,8083,0.02,5632,163.00666,Thailand,Bangkok,Dusit,,,,,Utility,Internet Bill
718038483,Existing Customer,42,M,3,Graduate,Married,$80K - $120K,Gold,35,5,16054,"none,2018",4,8,660,134,16054,0.02,6969,196.68897,Singapore,Central Region,Woodlands,,,,,Bank,Credit Card Payment
716908158,Attrited Customer,42,F,3,College,Married,$40K - $60K,Silver,48,6,8260,"Q3,2019",6,2,2940,128,5743,0.1775,3323,94.345104,Philippines,Central Luzon,Malolos,7/5/2019,2019,3,July,Retail,Sporting Goods
716733933,Existing Customer,42,F,2,Graduate,Married,Less than $40K,Blue,30,5,1898,"none,2018",9,4,1602,140,1173,0.421,6080,172.297899,Myanmar,Yangon,Lanmadaw,,,,,Utility,Water Bill
716032233,Existing Customer,42,M,2,College,Married,$80K - $120K,Gold,44,5,22120,"none,2019",8,4,2376,89,20315,0.056,13522,370.921692,Indonesia,Jakarta,Jakarta Pusat,,,,,Bank,Deposit
716038533,Existing Customer,42,F,2,Graduate,Divorced,$40K - $60K,Silver,44,3,7169,"none,2019",3,4,2058,69,6267,0.143,6190,179.090964,Thailand,Phuket,Chalong,,,,,Utility,Water Bill
716181858,Existing Customer,42,F,2,Uneducated,Married,Less than $40K,Blue,41,1,1622,"none,2019",6,4,978,91,1622,0.3,4448,125.776092,Thailand,Phuket,Thalang,,,,,Bank,Credit Card Payment
716324583,Existing Customer,42,F,1,High School,Married,Less than $40K,Blue,48,1,2875,"none,2019",6,2,2241,163,983,0.389,5539.0336,155.621668,Myanmar,Mandalay,Chanmyathazi,,,,,Utility,Water Bill
716378658,Existing Customer,42,F,2,College,Married,$40K - $60K,Blue,48,5,2629,"none,2019",2,6,2731,79,1153,0.5205,5743,165.123268,Vietnam,Ho Chi Minh City,District 12,,,,,Bank,Deposit
